"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"02/06/2014","11.765,0","11.705,0","11.790,0","11.705,0","","0,77%"
"30/05/2014","11.675,0","11.615,0","11.675,0","11.600,0","","0,39%"
"29/05/2014","11.630,0","11.630,0","11.630,0","11.630,0","","0,00%"
"28/05/2014","11.630,0","11.585,0","11.630,0","11.585,0","","0,45%"
"27/05/2014","11.577,5","11.577,5","11.577,5","11.577,5","","0,00%"
"26/05/2014","11.577,5","11.602,5","11.635,5","11.572,5","","-0,28%"
"23/05/2014","11.610,0","11.530,0","11.620,0","11.530,0","","0,69%"
"22/05/2014","11.530,5","11.502,5","11.530,5","11.502,5","","0,20%"
"21/05/2014","11.507,5","11.492,5","11.522,5","11.487,5","","0,17%"
"20/05/2014","11.487,5","11.427,5","11.492,5","11.417,5","","0,61%"
"19/05/2014","11.417,5","11.352,5","11.422,5","11.340,5","","0,04%"
"16/05/2014","11.412,5","11.422,5","11.440,5","11.392,5","","-0,29%"
"15/05/2014","11.445,5","11.445,5","11.445,5","11.445,5","","0,00%"
"14/05/2014","11.445,5","11.500,5","11.500,5","11.440,5","","-0,79%"
"13/05/2014","11.536,5","11.519,5","11.536,5","11.516,5","","0,13%"
"12/05/2014","11.521,0","11.525,0","11.550,0","11.514,0","","-0,08%"
"09/05/2014","11.530,0","11.533,0","11.573,0","11.518,0","","-0,26%"
"08/05/2014","11.560,0","11.570,0","11.635,0","11.550,0","","-0,13%"
"07/05/2014","11.575,0","11.510,0","11.575,0","11.509,0","","0,50%"
"06/05/2014","11.517,0","11.499,0","11.524,0","11.497,0","","0,00%"
"05/05/2014","11.517,5","11.502,5","11.537,5","11.497,5","","-0,04%"
"02/05/2014","11.522,5","11.537,5","11.555,5","11.517,5","","-0,34%"
"01/05/2014","11.561,5","11.561,5","11.561,5","11.561,5","","0,00%"
"30/04/2014","11.561,5","11.538,5","11.573,5","11.513,5","","0,12%"
"29/04/2014","11.547,5","11.572,5","11.590,5","11.547,5","","-0,28%"
"28/04/2014","11.580,0","11.560,0","11.590,0","11.560,0","","0,13%"
"25/04/2014","11.564,5","11.607,5","11.612,5","11.557,5","","-0,31%"
"24/04/2014","11.600,0","11.610,0","11.630,0","11.595,0","","-0,26%"
"23/04/2014","11.630,0","11.535,0","11.660,0","11.535,0","","0,95%"
"22/04/2014","11.520,0","11.445,0","11.530,0","11.445,0","","0,66%"
"21/04/2014","11.445,0","11.415,0","11.450,0","11.415,0","","0,22%"
"18/04/2014","11.420,0","11.420,0","11.420,0","11.420,0","","0,00%"
"17/04/2014","11.420,0","11.420,0","11.435,0","11.410,0","","-0,13%"
"16/04/2014","11.434,5","11.427,5","11.447,5","11.420,5","","0,04%"
"15/04/2014","11.430,0","11.425,0","11.442,0","11.415,0","","-0,09%"
"14/04/2014","11.440,0","11.425,0","11.450,0","11.420,0","","0,24%"
"11/04/2014","11.412,5","11.402,5","11.467,5","11.390,5","","0,52%"
"10/04/2014","11.354,0","11.324,0","11.354,0","11.324,0","","0,58%"
"09/04/2014","11.288,5","11.288,5","11.288,5","11.288,5","","0,00%"
"08/04/2014","11.288,5","11.302,5","11.312,5","11.282,5","","-0,15%"
"07/04/2014","11.305,0","11.286,0","11.305,0","11.266,0","","-0,10%"
"04/04/2014","11.316,5","11.300,5","11.316,5","11.295,5","","-0,04%"
"03/04/2014","11.321,0","11.301,0","11.321,0","11.291,0","","0,25%"
"02/04/2014","11.292,5","11.292,5","11.312,5","11.287,5","","-0,18%"
"01/04/2014","11.312,5","11.272,5","11.312,5","11.252,5","","-0,42%"
"31/03/2014","11.360,0","11.360,0","11.360,0","11.360,0","","0,00%"
"28/03/2014","11.360,0","11.395,0","11.417,0","11.360,0","","-0,76%"
"27/03/2014","11.447,5","11.412,5","11.447,5","11.402,5","","0,33%"
"26/03/2014","11.410,0","11.375,0","11.425,0","11.375,0","","0,15%"
"25/03/2014","11.392,5","11.342,5","11.392,5","11.342,5","","0,11%"
"24/03/2014","11.380,0","11.395,0","11.405,0","11.370,0","","-0,37%"
"21/03/2014","11.422,5","11.442,5","11.447,5","11.417,5","","-0,20%"
"20/03/2014","11.445,0","11.355,0","11.450,0","11.355,0","","1,16%"
"19/03/2014","11.314,0","11.305,0","11.345,0","11.295,0","","-0,05%"
"18/03/2014","11.320,0","11.280,0","11.340,0","11.270,0","","0,24%"
"17/03/2014","11.292,5","11.292,5","11.302,5","11.247,5","","-0,55%"
"14/03/2014","11.355,0","11.405,0","11.440,0","11.355,0","","-0,24%"
"13/03/2014","11.382,5","11.422,5","11.422,5","11.347,5","","-0,37%"
"12/03/2014","11.425,0","11.405,0","11.470,0","11.395,0","","0,26%"
"11/03/2014","11.395,0","11.365,0","11.415,0","11.345,0","","0,26%"
"10/03/2014","11.365,0","11.455,0","11.465,0","11.345,0","","-0,65%"
"07/03/2014","11.439,5","11.414,5","11.439,5","11.364,5","","-0,29%"
"06/03/2014","11.472,5","11.587,5","11.587,5","11.467,5","","-0,94%"
"05/03/2014","11.581,5","11.591,5","11.596,5","11.566,5","","-0,12%"
"04/03/2014","11.595,0","11.615,0","11.670,0","11.585,0","","0,05%"
"03/03/2014","11.589,5","11.610,5","11.625,5","11.555,5","","-0,17%"
"28/02/2014","11.609,0","11.655,0","11.655,0","11.590,0","","-0,48%"
"27/02/2014","11.665,0","11.665,0","11.695,0","11.640,0","","0,21%"
"26/02/2014","11.640,0","11.665,0","11.680,0","11.630,0","","-0,24%"
"25/02/2014","11.667,5","11.642,5","11.692,5","11.577,5","","0,17%"
"24/02/2014","11.647,5","11.727,5","11.767,5","11.632,5","","-0,79%"
"21/02/2014","11.740,0","11.810,0","11.815,0","11.730,0","","-0,61%"
"20/02/2014","11.812,5","11.777,5","11.837,5","11.752,5","","0,36%"
"19/02/2014","11.770,0","11.850,0","11.890,0","11.725,0","","-0,55%"
"18/02/2014","11.835,0","11.790,0","11.895,0","11.790,0","","0,42%"
"17/02/2014","11.785,0","11.795,0","11.795,0","11.665,0","","-0,34%"
"14/02/2014","11.825,0","11.975,0","11.975,0","11.815,0","","-1,25%"
"13/02/2014","11.975,0","12.055,0","12.090,0","11.970,0","","-0,91%"
"12/02/2014","12.085,0","12.105,0","12.140,0","12.065,0","","-0,49%"
"11/02/2014","12.145,0","12.169,0","12.179,0","12.145,0","","-0,23%"
"10/02/2014","12.172,5","12.142,5","12.172,5","12.142,5","","0,10%"
"07/02/2014","12.160,0","12.155,0","12.180,0","12.145,0","","-0,21%"
"06/02/2014","12.185,0","12.160,0","12.202,0","12.149,0","","-0,06%"
"05/02/2014","12.192,5","12.174,5","12.194,5","12.154,5","","-0,08%"
"04/02/2014","12.202,5","12.207,5","12.248,5","12.197,5","","-0,31%"
"03/02/2014","12.240,0","12.220,0","12.255,0","12.205,0","","0,25%"
"31/01/2014","12.210,0","12.210,0","12.210,0","12.210,0","","0,00%"
"30/01/2014","12.210,0","12.180,0","12.245,0","12.180,0","","0,37%"
"29/01/2014","12.165,0","12.185,0","12.195,0","12.120,0","","-0,21%"
"28/01/2014","12.190,0","12.240,0","12.265,0","12.190,0","","-0,33%"
"27/01/2014","12.230,0","12.185,0","12.246,0","12.180,0","","0,41%"
"24/01/2014","12.180,0","12.165,0","12.185,0","12.164,0","","0,12%"
"23/01/2014","12.165,0","12.155,0","12.175,0","12.155,0","","0,21%"
"22/01/2014","12.140,0","12.145,0","12.160,0","12.130,0","","0,06%"
"21/01/2014","12.132,5","12.117,5","12.142,5","12.117,5","","0,19%"
"20/01/2014","12.110,0","12.095,0","12.120,0","12.095,0","","0,17%"
"17/01/2014","12.090,0","12.125,0","12.126,0","12.085,0","","-0,23%"
"16/01/2014","12.117,5","12.102,5","12.120,5","12.092,5","","0,27%"
"15/01/2014","12.085,0","12.055,0","12.090,0","12.025,0","","0,29%"
"14/01/2014","12.050,0","12.050,0","12.050,0","12.050,0","","0,00%"
"13/01/2014","12.050,0","12.130,0","12.130,0","12.005,0","","-0,92%"
"10/01/2014","12.161,5","12.201,5","12.201,5","12.156,5","","-0,23%"
"09/01/2014","12.190,0","12.230,0","12.260,0","12.190,0","","-0,37%"
"08/01/2014","12.235,0","12.220,0","12.250,0","12.210,0","","-0,02%"
"07/01/2014","12.237,5","12.197,5","12.277,5","12.197,5","","0,47%"
"06/01/2014","12.180,0","12.195,0","12.245,0","12.180,0","","0,08%"
"03/01/2014","12.170,0","12.160,0","12.245,0","12.160,0","","0,08%"
"02/01/2014","12.160,0","12.195,0","12.260,0","12.150,0","","-0,08%"
"01/01/2014","12.170,0","12.170,0","12.170,0","12.170,0","","0,00%"
"31/12/2013","12.170,0","12.190,0","12.195,0","12.170,0","","-0,33%"
"30/12/2013","12.210,0","12.260,0","12.270,0","12.210,0","","-0,41%"
"27/12/2013","12.260,0","12.245,0","12.293,0","12.245,0","","0,49%"
"26/12/2013","12.200,0","12.200,0","12.200,0","12.200,0","","0,00%"
"25/12/2013","12.200,0","12.200,0","12.200,0","12.200,0","","0,00%"
"24/12/2013","12.200,0","12.230,0","12.250,0","12.200,0","","0,06%"
"23/12/2013","12.192,5","12.232,5","12.262,5","12.192,5","","-0,16%"
"20/12/2013","12.212,5","12.222,5","12.262,5","12.212,5","","0,04%"
"19/12/2013","12.207,5","12.192,5","12.237,5","12.182,5","","0,35%"
"18/12/2013","12.165,0","12.135,0","12.190,0","12.125,0","","0,35%"
"17/12/2013","12.122,5","12.112,5","12.162,5","12.087,5","","0,14%"
"16/12/2013","12.105,0","12.125,0","12.135,0","12.065,0","","-0,10%"
"13/12/2013","12.117,5","12.072,5","12.122,5","12.072,5","","0,79%"
"12/12/2013","12.022,5","12.012,5","12.052,5","12.007,5","","0,27%"
"11/12/2013","11.990,0","11.995,0","12.017,0","11.990,0","","0,04%"
"10/12/2013","11.985,0","11.945,0","11.995,0","11.945,0","","0,10%"
"09/12/2013","11.972,5","11.927,5","11.987,5","11.927,5","","0,08%"
"06/12/2013","11.962,5","12.012,5","12.012,5","11.941,5","","0,00%"
"05/12/2013","11.962,5","12.012,5","12.047,5","11.922,5","","-0,19%"
"04/12/2013","11.985,0","11.930,0","12.010,0","11.930,0","","0,84%"
"03/12/2013","11.885,0","11.755,0","11.925,0","11.755,0","","0,98%"
"02/12/2013","11.770,0","11.955,0","11.960,0","11.690,0","","-1,61%"
"29/11/2013","11.962,5","11.997,5","11.997,5","11.962,5","","-0,44%"
"28/11/2013","12.015,0","11.895,0","12.025,0","11.895,0","","1,09%"
"27/11/2013","11.885,0","11.795,0","11.885,0","11.780,0","","1,04%"
"26/11/2013","11.762,5","11.732,5","11.797,5","11.732,5","","0,13%"
"25/11/2013","11.747,5","11.692,5","11.752,5","11.682,5","","0,45%"
"22/11/2013","11.695,0","11.710,0","11.735,0","11.695,0","","-0,06%"
"21/11/2013","11.702,5","11.677,5","11.732,5","11.677,5","","0,39%"
"20/11/2013","11.657,5","11.597,5","11.657,5","11.597,5","","0,52%"
"19/11/2013","11.597,5","11.627,5","11.627,5","11.572,5","","-0,30%"
"18/11/2013","11.632,5","11.602,5","11.647,5","11.602,5","","0,11%"
"15/11/2013","11.620,0","11.535,0","11.635,0","11.525,0","","0,67%"
"14/11/2013","11.542,5","11.557,5","11.567,5","11.512,5","","-0,54%"
"13/11/2013","11.605,0","11.621,0","11.680,0","11.590,0","","0,11%"
"12/11/2013","11.592,5","11.552,5","11.637,5","11.532,5","","0,28%"
"11/11/2013","11.560,0","11.425,0","11.565,0","11.425,0","","1,31%"
"08/11/2013","11.410,0","11.405,0","11.420,0","11.390,0","","0,18%"
"07/11/2013","11.390,0","11.405,0","11.415,0","11.360,0","","-0,15%"
"06/11/2013","11.407,5","11.387,5","11.432,5","11.387,5","","0,46%"
"05/11/2013","11.355,0","11.355,0","11.355,0","11.355,0","","0,00%"
"04/11/2013","11.355,0","11.310,0","11.390,0","11.310,0","","0,20%"
"01/11/2013","11.332,5","11.292,5","11.382,5","11.292,5","","0,53%"
"31/10/2013","11.272,5","11.192,5","11.287,5","11.192,5","","0,87%"
"30/10/2013","11.175,0","11.130,0","11.220,0","11.130,0","","0,65%"
"29/10/2013","11.102,5","11.067,5","11.102,5","11.049,5","","0,45%"
"28/10/2013","11.053,0","10.975,0","11.105,0","10.975,0","","0,34%"
"25/10/2013","11.015,0","11.145,0","11.155,0","10.915,0","","-1,26%"
"24/10/2013","11.155,0","11.265,0","11.285,0","11.130,0","","-1,01%"
"23/10/2013","11.269,0","11.269,0","11.274,0","11.239,0","","-0,20%"
"22/10/2013","11.291,5","11.333,5","11.348,5","11.288,5","","-0,38%"
"21/10/2013","11.335,0","11.320,0","11.365,0","11.320,0","","0,11%"
"18/10/2013","11.322,5","11.292,5","11.322,5","11.279,5","","-0,07%"
"17/10/2013","11.330,0","11.345,0","11.365,0","11.315,0","","-0,31%"
"16/10/2013","11.365,0","11.335,0","11.365,0","11.285,0","","0,00%"
"15/10/2013","11.365,0","11.365,0","11.365,0","11.365,0","","0,00%"
"14/10/2013","11.365,0","11.365,0","11.365,0","11.365,0","","0,00%"
"11/10/2013","11.365,0","11.485,0","11.485,0","11.355,0","","-1,09%"
"10/10/2013","11.490,0","11.535,0","11.555,0","11.490,0","","-0,37%"
"09/10/2013","11.532,5","11.522,5","11.552,5","11.512,5","","0,14%"
"08/10/2013","11.516,0","11.531,0","11.551,0","11.516,0","","-0,08%"
"07/10/2013","11.525,0","11.515,0","11.550,0","11.505,0","","0,02%"
"04/10/2013","11.522,5","11.537,5","11.569,5","11.497,5","","-0,04%"
"03/10/2013","11.527,5","11.537,5","11.557,5","11.527,5","","-0,02%"
"02/10/2013","11.530,0","11.540,0","11.576,0","11.510,0","","0,22%"
"01/10/2013","11.505,0","11.610,0","11.610,0","11.500,0","","-0,65%"
"30/09/2013","11.580,0","11.535,0","11.670,0","11.535,0","","0,37%"
"27/09/2013","11.537,5","11.482,5","11.567,5","11.482,5","","0,70%"
"26/09/2013","11.457,5","11.547,5","11.587,5","11.432,5","","-0,24%"
"25/09/2013","11.485,0","11.495,0","11.585,0","11.485,0","","0,13%"
"24/09/2013","11.470,0","11.490,0","11.590,0","11.470,0","","0,22%"
"23/09/2013","11.445,0","11.345,0","11.515,0","11.345,0","","0,84%"
"20/09/2013","11.350,0","11.285,0","11.400,0","11.280,0","","0,60%"
"19/09/2013","11.282,5","11.465,5","11.465,5","11.200,5","","-1,68%"
"18/09/2013","11.475,0","11.465,0","11.527,0","11.465,0","","0,26%"
"17/09/2013","11.445,0","11.415,0","11.485,0","11.415,0","","0,59%"
"16/09/2013","11.377,5","11.317,5","11.442,5","11.307,5","","-0,28%"
"13/09/2013","11.410,0","11.355,0","11.470,0","11.355,0","","0,53%"
"12/09/2013","11.350,0","11.425,0","11.545,0","11.345,0","","0,04%"
"11/09/2013","11.345,0","11.265,0","11.495,0","11.265,0","","0,98%"
"10/09/2013","11.235,0","11.165,0","11.525,0","11.165,0","","0,67%"
"09/09/2013","11.160,0","11.170,0","11.190,0","11.160,0","","-0,13%"
"06/09/2013","11.175,0","11.175,0","11.176,0","11.125,0","","0,45%"
"05/09/2013","11.125,0","11.125,0","11.125,0","11.125,0","","0,00%"
"04/09/2013","11.125,0","11.105,0","11.125,0","11.105,0","","0,54%"
"03/09/2013","11.065,0","10.990,0","11.065,0","10.990,0","","0,80%"
"02/09/2013","10.977,5","10.927,5","10.977,5","10.917,5","","0,53%"
"30/08/2013","10.920,0","10.910,0","10.930,0","10.900,0","","-0,14%"
"29/08/2013","10.935,0","10.945,0","10.945,0","10.915,0","","-0,09%"
"28/08/2013","10.945,0","10.915,0","10.965,0","10.905,0","","0,18%"
"27/08/2013","10.925,0","10.855,0","10.930,0","10.855,0","","0,74%"
"26/08/2013","10.845,0","10.785,0","10.880,0","10.785,0","","0,60%"
"23/08/2013","10.780,0","10.810,0","10.840,0","10.780,0","","-0,35%"
"22/08/2013","10.817,5","10.797,5","10.822,5","10.797,5","","0,39%"
"21/08/2013","10.775,0","10.720,0","10.800,0","10.720,0","","0,84%"
"20/08/2013","10.685,0","10.495,0","10.705,0","10.490,0","","1,86%"
"19/08/2013","10.490,0","10.395,0","10.500,0","10.395,0","","1,01%"
"16/08/2013","10.385,0","10.375,0","10.390,0","10.375,0","","0,34%"
"15/08/2013","10.350,0","10.295,0","10.350,0","10.295,0","","0,56%"
"14/08/2013","10.292,5","10.292,5","10.293,5","10.292,5","","0,02%"
"13/08/2013","10.290,0","10.285,0","10.290,0","10.285,0","","0,00%"
"12/08/2013","10.290,0","10.275,0","10.290,0","10.275,0","","0,05%"
"09/08/2013","10.285,0","10.285,0","10.285,0","10.285,0","","0,00%"
"08/08/2013","10.285,0","10.285,0","10.285,0","10.285,0","","0,00%"
"07/08/2013","10.285,0","10.285,0","10.285,0","10.285,0","","0,00%"
"06/08/2013","10.285,0","10.285,0","10.285,0","10.285,0","","0,00%"
"05/08/2013","10.285,0","10.285,0","10.285,0","10.285,0","","0,00%"
"02/08/2013","10.285,0","10.280,0","10.290,0","10.280,0","","0,05%"
"01/08/2013","10.280,0","10.280,0","10.290,0","10.275,0","","0,02%"
"31/07/2013","10.277,5","10.277,5","10.287,5","10.277,5","","0,05%"
"30/07/2013","10.272,5","10.267,5","10.287,5","10.267,5","","0,00%"
"29/07/2013","10.272,5","10.277,5","10.287,5","10.257,5","","0,07%"
"26/07/2013","10.265,0","10.270,0","10.275,0","10.250,0","","-0,02%"
"25/07/2013","10.267,5","10.257,5","10.287,5","10.256,5","","0,07%"
"24/07/2013","10.260,0","10.210,0","10.275,0","10.210,0","","0,59%"
"23/07/2013","10.200,0","10.220,0","10.270,0","10.145,0","","1,34%"
"22/07/2013","10.065,0","10.075,0","10.075,0","10.065,0","","-0,12%"
"19/07/2013","10.077,5","10.067,5","10.107,5","10.067,5","","0,17%"
"18/07/2013","10.060,0","10.055,0","10.065,0","10.055,0","","0,15%"
"17/07/2013","10.045,0","10.034,0","10.046,0","10.034,0","","0,10%"
"16/07/2013","10.035,0","10.035,0","10.040,0","10.034,0","","0,17%"
"15/07/2013","10.017,5","10.002,5","10.032,5","10.002,5","","0,25%"
"12/07/2013","9.992,5","9.977,5","9.992,5","9.972,5","","0,23%"
"11/07/2013","9.970,0","9.965,0","9.985,0","9.965,0","","0,05%"
"10/07/2013","9.965,0","9.965,0","9.975,0","9.960,0","","0,08%"
"09/07/2013","9.957,5","9.952,5","9.957,5","9.951,5","","0,03%"
"08/07/2013","9.955,0","9.945,0","9.960,0","9.945,0","","0,13%"
"05/07/2013","9.942,5","9.940,5","9.942,5","9.932,5","","0,03%"
"04/07/2013","9.940,0","9.940,0","9.943,0","9.939,0","","0,00%"
"03/07/2013","9.940,0","9.940,0","9.940,0","9.935,0","","0,07%"
"02/07/2013","9.933,0","9.935,0","9.940,0","9.933,0","","0,06%"
"01/07/2013","9.927,5","9.932,5","9.942,5","9.926,5","","0,03%"
"28/06/2013","9.925,0","9.920,0","9.930,0","9.920,0","","0,00%"
"27/06/2013","9.925,0","9.935,0","9.936,0","9.925,0","","0,00%"
"26/06/2013","9.925,0","9.919,0","9.940,0","9.919,0","","0,05%"
"25/06/2013","9.920,0","9.935,0","9.945,0","9.919,0","","-0,10%"
"24/06/2013","9.930,0","9.925,0","9.936,0","9.924,0","","0,05%"
"21/06/2013","9.925,0","9.930,0","9.940,0","9.925,0","","0,00%"
"20/06/2013","9.925,0","9.920,0","9.930,0","9.919,0","","0,18%"
"19/06/2013","9.907,5","9.902,5","9.912,5","9.897,5","","0,03%"
"18/06/2013","9.905,0","9.900,0","9.960,0","9.895,0","","0,18%"
"17/06/2013","9.887,5","9.872,5","9.887,5","9.872,5","","0,15%"
"14/06/2013","9.872,5","9.852,5","9.883,5","9.852,5","","-0,10%"
"13/06/2013","9.882,5","9.887,5","9.897,5","9.867,5","","0,23%"
"12/06/2013","9.860,0","9.845,0","9.865,0","9.844,0","","0,36%"
"11/06/2013","9.825,0","9.820,0","9.835,0","9.815,0","","0,13%"
"10/06/2013","9.812,5","9.807,5","9.813,5","9.802,5","","0,08%"
"07/06/2013","9.805,0","9.780,0","9.805,0","9.780,0","","0,13%"
"06/06/2013","9.792,5","9.792,5","9.792,5","9.792,5","","0,00%"
"05/06/2013","9.792,5","9.802,5","9.807,5","9.792,5","","-0,08%"
"04/06/2013","9.800,0","9.805,0","9.810,0","9.795,0","","-0,05%"
"03/06/2013","9.805,0","9.810,0","9.815,0","9.805,0","","0,10%"
"31/05/2013","9.795,0","9.805,0","9.806,0","9.790,0","","-0,10%"
"30/05/2013","9.805,0","9.815,0","9.815,0","9.805,0","","0,03%"
"29/05/2013","9.802,5","9.812,5","9.813,5","9.802,5","","0,10%"
"28/05/2013","9.792,5","9.797,5","9.802,5","9.792,5","","0,03%"
"27/05/2013","9.790,0","9.775,0","9.800,0","9.775,0","","0,18%"
"24/05/2013","9.772,5","9.772,5","9.773,5","9.771,5","","0,01%"
"23/05/2013","9.771,5","9.772,5","9.772,5","9.771,5","","0,06%"
"22/05/2013","9.765,5","9.767,5","9.767,5","9.765,5","","0,03%"
"21/05/2013","9.762,5","9.757,5","9.767,5","9.757,5","","0,05%"
"20/05/2013","9.757,5","9.752,5","9.762,5","9.751,5","","0,02%"
"17/05/2013","9.755,5","9.747,5","9.762,5","9.746,5","","0,06%"
"16/05/2013","9.750,0","9.743,0","9.759,0","9.743,0","","0,03%"
"15/05/2013","9.747,5","9.742,5","9.750,5","9.742,5","","0,10%"
"14/05/2013","9.737,5","9.736,5","9.740,5","9.731,5","","0,00%"
"13/05/2013","9.737,5","9.735,5","9.744,5","9.735,5","","0,04%"
"10/05/2013","9.734,0","9.736,0","9.744,0","9.734,0","","0,04%"
"09/05/2013","9.730,0","9.730,0","9.730,0","9.730,0","","0,00%"
"08/05/2013","9.730,0","9.734,0","9.737,0","9.726,0","","-0,05%"
"07/05/2013","9.734,5","9.732,5","9.740,5","9.732,5","","0,00%"
"06/05/2013","9.734,5","9.727,5","9.735,5","9.727,5","","0,00%"
"03/05/2013","9.734,5","9.737,5","9.742,5","9.734,5","","-0,03%"
"02/05/2013","9.737,0","9.727,0","9.742,0","9.727,0","","0,15%"
"01/05/2013","9.722,5","9.722,5","9.732,5","9.722,5","","0,00%"
"30/04/2013","9.722,5","9.717,5","9.724,5","9.717,5","","0,02%"
"29/04/2013","9.720,5","9.722,5","9.723,5","9.717,5","","0,00%"
"26/04/2013","9.720,5","9.715,5","9.724,5","9.715,5","","0,03%"
"25/04/2013","9.718,0","9.713,0","9.721,0","9.713,0","","0,01%"
"24/04/2013","9.717,5","9.727,5","9.730,5","9.717,5","","-0,06%"
"23/04/2013","9.723,5","9.716,5","9.726,5","9.716,5","","0,06%"
"22/04/2013","9.717,5","9.711,5","9.717,5","9.711,5","","0,05%"
"19/04/2013","9.712,5","9.712,5","9.715,5","9.707,5","","-0,02%"
"18/04/2013","9.714,5","9.712,5","9.724,5","9.712,5","","0,05%"
"17/04/2013","9.710,0","9.711,0","9.716,0","9.703,0","","-0,07%"
"16/04/2013","9.717,0","9.717,0","9.727,0","9.711,0","","0,05%"
"15/04/2013","9.712,0","9.696,0","9.715,0","9.696,0","","-0,01%"
"12/04/2013","9.712,5","9.707,5","9.714,5","9.707,5","","0,10%"
"11/04/2013","9.703,0","9.661,0","9.703,0","9.661,0","","0,13%"
"10/04/2013","9.690,0","9.712,0","9.712,0","9.687,0","","-0,31%"
"09/04/2013","9.720,0","9.744,0","9.744,0","9.717,0","","-0,29%"
"08/04/2013","9.748,5","9.748,5","9.760,5","9.748,5","","0,02%"
"05/04/2013","9.747,0","9.752,0","9.752,0","9.747,0","","-0,02%"
"04/04/2013","9.749,0","9.744,0","9.759,0","9.744,0","","0,02%"
"03/04/2013","9.747,0","9.737,0","9.750,0","9.737,0","","0,10%"
"02/04/2013","9.737,0","9.726,0","9.739,0","9.726,0","","-0,01%"
"01/04/2013","9.737,5","9.715,5","9.737,5","9.715,5","","0,21%"
"29/03/2013","9.717,5","9.717,5","9.717,5","9.717,5","","0,00%"
"28/03/2013","9.717,5","9.724,5","9.724,5","9.702,5","","-0,07%"
"27/03/2013","9.724,5","9.730,5","9.735,5","9.707,5","","-0,07%"
"26/03/2013","9.731,5","9.741,5","9.748,5","9.721,5","","-0,03%"
"25/03/2013","9.734,0","9.739,0","9.739,0","9.729,0","","-0,09%"
"22/03/2013","9.742,5","9.732,5","9.742,5","9.732,5","","0,10%"
"21/03/2013","9.733,0","9.721,0","9.733,0","9.719,0","","0,09%"
"20/03/2013","9.724,0","9.724,0","9.734,0","9.718,0","","0,12%"
"19/03/2013","9.712,0","9.712,0","9.713,0","9.705,0","","0,01%"
"18/03/2013","9.711,0","9.702,0","9.717,0","9.702,0","","0,07%"
"15/03/2013","9.704,5","9.700,5","9.704,5","9.696,5","","0,02%"
"14/03/2013","9.702,5","9.692,5","9.712,5","9.692,5","","0,12%"
"13/03/2013","9.690,5","9.689,5","9.698,5","9.689,5","","-0,07%"
"12/03/2013","9.697,0","9.697,0","9.697,0","9.697,0","","0,00%"
"11/03/2013","9.697,0","9.690,0","9.697,0","9.688,0","","0,13%"
"08/03/2013","9.684,5","9.687,5","9.689,5","9.684,5","","-0,08%"
"07/03/2013","9.692,5","9.692,5","9.698,5","9.692,5","","0,05%"
"06/03/2013","9.687,5","9.687,5","9.692,5","9.681,5","","-0,05%"
"05/03/2013","9.692,5","9.707,5","9.709,5","9.692,5","","-0,14%"
"04/03/2013","9.706,0","9.700,0","9.716,0","9.700,0","","0,29%"
"01/03/2013","9.677,5","9.669,5","9.677,5","9.669,5","","0,14%"
"28/02/2013","9.663,5","9.673,5","9.673,5","9.658,5","","-0,23%"
"27/02/2013","9.685,5","9.698,5","9.698,5","9.678,5","","-0,22%"
"26/02/2013","9.707,0","9.707,0","9.712,0","9.702,0","","0,02%"
"25/02/2013","9.705,0","9.713,0","9.713,0","9.704,0","","-0,04%"
"22/02/2013","9.709,0","9.706,0","9.714,0","9.700,0","","0,07%"
"21/02/2013","9.702,5","9.691,5","9.706,5","9.691,5","","0,20%"
"20/02/2013","9.683,0","9.688,0","9.706,0","9.683,0","","-0,20%"
"19/02/2013","9.702,5","9.702,5","9.715,5","9.702,5","","0,23%"
"18/02/2013","9.680,5","9.667,5","9.682,5","9.667,5","","0,11%"
"15/02/2013","9.669,5","9.662,5","9.685,5","9.662,5","","0,10%"
"14/02/2013","9.659,5","9.642,5","9.672,5","9.642,5","","0,13%"
"13/02/2013","9.646,5","9.632,5","9.647,5","9.632,5","","0,01%"
"12/02/2013","9.645,5","9.612,5","9.647,5","9.612,5","","0,27%"
"11/02/2013","9.620,0","9.655,0","9.665,0","9.605,0","","-0,49%"
"08/02/2013","9.667,0","9.692,0","9.702,0","9.667,0","","-0,26%"
"07/02/2013","9.692,5","9.712,5","9.727,5","9.692,5","","-0,18%"
"06/02/2013","9.710,0","9.675,0","9.710,0","9.675,0","","0,36%"
"05/02/2013","9.675,5","9.687,5","9.700,5","9.675,5","","0,05%"
"04/02/2013","9.670,5","9.682,5","9.689,5","9.652,5","","-0,43%"
"01/02/2013","9.712,5","9.702,5","9.782,5","9.702,5","","0,15%"
"31/01/2013","9.697,5","9.697,5","9.777,5","9.666,5","","0,10%"
"30/01/2013","9.687,5","9.687,5","9.772,5","9.686,5","","0,10%"
"29/01/2013","9.677,5","9.677,5","9.758,5","9.672,5","","0,00%"
"28/01/2013","9.677,5","9.667,5","9.737,5","9.666,5","","0,26%"
"25/01/2013","9.652,5","9.637,5","9.677,5","9.636,5","","0,29%"
"24/01/2013","9.625,0","9.625,0","9.625,0","9.625,0","","0,00%"
"23/01/2013","9.625,0","9.640,0","9.670,0","9.625,0","","0,05%"
