"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"21/02/2020","13.765,0","13.720,0","13.765,0","13.720,0","0,03K","0,42%"
"20/02/2020","13.707,5","13.697,5","13.777,5","13.697,5","0,15K","0,15%"
"19/02/2020","13.687,5","13.697,5","13.722,5","13.687,5","0,16K","0,16%"
"18/02/2020","13.665,0","13.655,0","13.695,0","13.655,0","0,15K","0,09%"
"17/02/2020","13.652,5","13.672,5","13.692,5","13.651,5","0,18K","-0,16%"
"14/02/2020","13.675,0","13.685,0","13.715,0","13.675,0","0,18K","-0,04%"
"13/02/2020","13.680,0","13.660,0","13.715,0","13.660,0","0,12K","0,15%"
"12/02/2020","13.660,0","13.645,0","13.680,0","13.645,0","0,22K","-0,04%"
"11/02/2020","13.665,0","13.695,0","13.695,0","13.665,0","0,12K","-0,22%"
"10/02/2020","13.695,0","13.675,0","13.730,0","13.675,0","0,08K","0,15%"
"07/02/2020","13.675,0","13.620,0","13.680,0","13.620,0","0,07K","0,40%"
"06/02/2020","13.620,0","13.645,0","13.675,0","13.595,0","0,29K","-0,40%"
"05/02/2020","13.675,0","13.695,0","13.735,0","13.675,0","0,23K","-0,26%"
"04/02/2020","13.710,0","13.745,0","13.770,0","13.695,0","0,20K","-0,24%"
"03/02/2020","13.742,5","13.662,5","13.742,5","13.662,5","0,04K","0,64%"
"31/01/2020","13.655,0","13.645,0","13.663,0","13.645,0","0,03K","0,07%"
"30/01/2020","13.645,0","13.635,0","13.672,0","13.630,0","0,12K","0,13%"
"29/01/2020","13.627,5","13.622,5","13.649,5","13.622,5","0,20K","-0,07%"
"28/01/2020","13.637,5","13.617,5","13.660,5","13.617,5","0,21K","0,24%"
"27/01/2020","13.605,0","13.575,0","13.625,0","13.575,0","0,11K","0,24%"
"24/01/2020","13.572,5","13.637,5","13.645,5","13.572,5","0,21K","-0,42%"
"23/01/2020","13.630,0","13.640,0","13.650,0","13.605,0","0,20K","-0,11%"
"22/01/2020","13.644,5","13.664,5","13.689,5","13.624,5","0,19K","-0,10%"
"21/01/2020","13.657,5","13.637,5","13.677,5","13.632,5","0,21K","0,18%"
"20/01/2020","13.632,5","13.642,5","13.660,5","13.632,5","0,22K","-0,04%"
"17/01/2020","13.637,5","13.647,5","13.667,5","13.632,5","0,17K","0,06%"
"16/01/2020","13.630,0","13.680,0","13.680,0","13.620,0","0,17K","-0,26%"
"15/01/2020","13.665,0","13.675,0","13.730,0","13.665,0","0,15K","-0,04%"
"14/01/2020","13.670,0","13.655,0","13.695,0","13.635,0","0,16K","0,01%"
"13/01/2020","13.668,0","13.733,0","13.743,0","13.668,0","0,18K","-0,69%"
"10/01/2020","13.762,5","13.857,5","13.860,5","13.747,5","0,18K","-0,63%"
"09/01/2020","13.850,0","13.855,0","13.870,0","13.835,0","0,19K","-0,31%"
"08/01/2020","13.892,5","13.907,5","13.942,5","13.892,5","0,24K","0,13%"
"07/01/2020","13.875,0","13.935,0","13.935,0","13.875,0","0,19K","-0,47%"
"06/01/2020","13.940,0","13.925,0","13.970,0","13.925,0","0,14K","0,11%"
"03/01/2020","13.925,0","13.880,0","13.935,0","13.880,0","0,10K","0,26%"
"02/01/2020","13.889,0","13.870,0","13.905,0","13.870,0","0,06K","0,05%"
"01/01/2020","13.882,5","13.882,5","13.882,5","13.882,5","","0,00%"
"31/12/2019","13.882,5","13.922,5","13.922,5","13.862,5","0,05K","-0,30%"
"30/12/2019","13.924,5","13.949,5","13.949,5","13.914,5","0,09K","-0,18%"
"27/12/2019","13.950,0","13.955,0","13.962,0","13.947,0","0,12K","-0,04%"
"26/12/2019","13.955,0","13.970,0","13.980,0","13.955,0","0,10K","-0,09%"
"25/12/2019","13.967,5","13.967,5","13.967,5","13.967,5","","0,00%"
"24/12/2019","13.967,5","13.967,5","13.967,5","13.967,5","","0,00%"
"23/12/2019","13.967,5","13.957,5","13.992,5","13.957,5","0,08K","-0,07%"
"20/12/2019","13.977,5","13.982,5","14.003,5","13.977,5","0,13K","-0,05%"
"19/12/2019","13.985,0","13.975,0","14.000,0","13.975,0","0,14K","0,07%"
"18/12/2019","13.975,0","13.995,0","14.010,0","13.975,0","0,11K","-0,11%"
"17/12/2019","13.990,0","13.995,0","14.019,0","13.990,0","0,11K","-0,11%"
"16/12/2019","14.005,0","13.995,0","14.020,0","13.995,0","0,04K","0,14%"
"13/12/2019","13.985,0","13.980,0","13.990,0","13.955,0","0,03K","-0,29%"
"12/12/2019","14.025,0","14.035,0","14.045,0","14.025,0","0,11K","-0,07%"
"11/12/2019","14.035,0","13.995,0","14.045,0","13.995,0","0,07K","0,18%"
"10/12/2019","14.010,0","13.995,0","14.020,0","13.995,0","0,07K","-0,04%"
"09/12/2019","14.015,0","14.005,0","14.023,0","14.005,0","0,06K","-0,16%"
"06/12/2019","14.037,5","14.012,5","14.042,5","14.012,5","0,12K","-0,20%"
"05/12/2019","14.065,0","14.100,0","14.100,0","14.065,0","0,14K","-0,28%"
"04/12/2019","14.105,0","14.110,0","14.130,0","14.105,0","0,11K","0,00%"
"03/12/2019","14.105,0","14.115,0","14.132,0","14.105,0","0,11K","-0,14%"
"02/12/2019","14.125,0","14.105,0","14.135,0","14.105,0","0,05K","0,14%"
"29/11/2019","14.105,0","14.090,0","14.120,0","14.090,0","0,07K","0,11%"
"28/11/2019","14.090,0","14.085,0","14.102,0","14.085,0","0,06K","-0,04%"
"27/11/2019","14.095,0","14.085,0","14.105,0","14.080,0","0,08K","0,07%"
"26/11/2019","14.085,0","14.085,0","14.095,0","14.075,0","0,17K","0,07%"
"25/11/2019","14.075,0","14.086,0","14.095,0","14.075,0","0,16K","-0,07%"
"22/11/2019","14.085,0","14.085,0","14.110,0","14.080,0","0,16K","-0,02%"
"21/11/2019","14.087,5","14.097,5","14.122,5","14.087,5","0,15K","-0,05%"
"20/11/2019","14.094,5","14.084,5","14.102,5","14.084,5","0,10K","0,03%"
"19/11/2019","14.090,0","14.075,0","14.097,0","14.075,0","0,16K","0,10%"
"18/11/2019","14.076,5","14.071,5","14.088,5","14.071,5","0,14K","0,02%"
"15/11/2019","14.073,0","14.055,0","14.080,0","14.055,0","0,15K","-0,09%"
"14/11/2019","14.085,0","14.075,0","14.105,0","14.075,0","0,22K","0,03%"
"13/11/2019","14.081,0","14.064,0","14.088,0","14.064,0","0,18K","0,18%"
"12/11/2019","14.055,0","14.057,0","14.065,0","14.045,0","0,17K","-0,06%"
"11/11/2019","14.063,0","14.030,0","14.075,0","14.015,0","0,14K","0,35%"
"08/11/2019","14.014,0","14.009,0","14.029,0","14.009,0","0,26K","0,14%"
"07/11/2019","13.994,5","14.034,5","14.047,5","13.994,5","0,17K","-0,15%"
"06/11/2019","14.015,0","13.980,0","14.032,0","13.980,0","0,20K","0,34%"
"05/11/2019","13.967,5","14.017,5","14.035,5","13.967,5","0,24K","-0,34%"
"04/11/2019","14.015,0","13.995,0","14.020,0","13.995,0","0,12K","-0,14%"
"01/11/2019","14.035,0","14.045,0","14.072,0","14.035,0","0,24K","-0,01%"
"31/10/2019","14.037,0","13.995,0","14.045,0","13.985,0","0,19K","0,07%"
"30/10/2019","14.027,0","14.040,0","14.050,0","14.027,0","0,15K","0,01%"
"29/10/2019","14.025,0","14.025,0","14.040,0","14.013,0","0,19K","0,00%"
"28/10/2019","14.025,0","14.020,0","14.032,0","14.015,0","0,20K","-0,07%"
"25/10/2019","14.035,0","14.045,0","14.073,0","14.035,0","0,17K","-0,17%"
"24/10/2019","14.059,0","14.005,0","14.060,0","13.985,0","0,16K","0,21%"
"23/10/2019","14.029,0","14.034,0","14.064,0","14.014,0","0,23K","-0,08%"
"22/10/2019","14.040,0","14.073,0","14.073,0","13.993,0","0,24K","-0,27%"
"21/10/2019","14.078,0","14.125,0","14.135,0","14.078,0","0,23K","-0,47%"
"18/10/2019","14.144,5","14.135,5","14.153,5","14.125,5","0,14K","-0,02%"
"17/10/2019","14.148,0","14.175,0","14.176,0","14.146,0","0,16K","-0,15%"
"16/10/2019","14.169,0","14.175,0","14.194,0","14.165,0","0,28K","0,03%"
"15/10/2019","14.165,0","14.135,0","14.170,0","14.135,0","0,17K","0,18%"
"14/10/2019","14.139,0","14.114,0","14.139,0","14.112,0","0,22K","0,08%"
"11/10/2019","14.128,0","14.125,0","14.155,0","14.125,0","0,15K","-0,17%"
"10/10/2019","14.151,5","14.171,5","14.181,5","14.131,5","0,21K","-0,13%"
"09/10/2019","14.170,0","14.165,0","14.185,0","14.165,0","0,18K","0,11%"
"08/10/2019","14.155,0","14.175,0","14.180,0","14.135,0","0,20K","-0,05%"
"07/10/2019","14.162,5","14.137,5","14.167,5","14.137,5","0,12K","0,19%"
"04/10/2019","14.135,0","14.150,0","14.150,0","14.115,0","0,23K","-0,26%"
"03/10/2019","14.172,5","14.192,5","14.197,5","14.167,5","0,27K","-0,16%"
"02/10/2019","14.195,0","14.215,0","14.215,0","14.185,0","0,17K","-0,12%"
"01/10/2019","14.212,5","14.182,5","14.222,5","14.182,5","0,16K","0,12%"
"30/09/2019","14.195,0","14.155,0","14.195,0","14.155,0","0,08K","0,21%"
"27/09/2019","14.165,0","14.185,0","14.200,0","14.165,0","0,15K","-0,09%"
"26/09/2019","14.177,5","14.147,5","14.177,5","14.145,5","0,12K","0,19%"
"25/09/2019","14.150,0","14.120,0","14.155,0","14.120,0","0,15K","0,27%"
"24/09/2019","14.112,5","14.077,5","14.112,5","14.077,5","0,08K","0,20%"
"23/09/2019","14.085,0","14.070,0","14.090,0","14.065,0","0,16K","0,21%"
"20/09/2019","14.055,0","14.090,0","14.090,0","14.055,0","0,14K","-0,04%"
"19/09/2019","14.060,0","14.075,0","14.104,0","14.060,0","0,17K","0,00%"
"18/09/2019","14.060,0","14.075,0","14.090,0","14.060,0","0,14K","-0,25%"
"17/09/2019","14.095,0","14.060,0","14.110,0","14.060,0","0,15K","0,39%"
"16/09/2019","14.040,0","13.980,0","14.055,0","13.975,0","0,17K","0,54%"
"13/09/2019","13.965,0","13.935,0","13.975,0","13.905,0","0,17K","-0,18%"
"12/09/2019","13.990,0","14.045,0","14.055,0","13.985,0","0,21K","-0,50%"
"11/09/2019","14.060,0","14.055,0","14.070,0","14.050,0","0,13K","0,07%"
"10/09/2019","14.050,0","14.035,0","14.055,0","14.025,0","0,14K","0,14%"
"09/09/2019","14.031,0","14.086,0","14.096,0","14.026,0","0,22K","-0,45%"
"06/09/2019","14.095,0","14.135,0","14.150,0","14.085,0","0,16K","-0,39%"
"05/09/2019","14.150,0","14.155,0","14.165,0","14.142,0","0,13K","-0,02%"
"04/09/2019","14.152,5","14.222,5","14.222,5","14.152,5","0,29K","-0,51%"
"03/09/2019","14.225,0","14.200,0","14.235,0","14.200,0","0,14K","0,22%"
"02/09/2019","14.194,0","14.185,0","14.202,0","14.184,0","0,13K","0,06%"
"30/08/2019","14.185,0","14.220,0","14.245,0","14.185,0","0,17K","-0,37%"
"29/08/2019","14.237,5","14.242,5","14.262,5","14.232,5","0,21K","-0,12%"
"28/08/2019","14.255,0","14.255,0","14.270,0","14.254,0","0,24K","0,00%"
"27/08/2019","14.255,0","14.245,0","14.260,0","14.230,0","0,30K","0,11%"
"26/08/2019","14.240,0","14.235,0","14.280,0","14.235,0","0,22K","0,19%"
"23/08/2019","14.212,5","14.237,5","14.252,5","14.202,5","0,29K","-0,16%"
"22/08/2019","14.235,0","14.225,0","14.250,0","14.225,0","0,22K","-0,04%"
"21/08/2019","14.240,0","14.260,0","14.275,0","14.225,0","0,29K","-0,14%"
"20/08/2019","14.260,0","14.235,0","14.275,0","14.235,0","0,23K","0,18%"
"19/08/2019","14.235,0","14.215,0","14.240,0","14.185,0","0,17K","0,00%"
"16/08/2019","14.235,0","14.260,0","14.270,0","14.225,0","0,16K","-0,23%"
"15/08/2019","14.267,5","14.267,5","14.312,5","14.257,5","0,19K","0,16%"
"14/08/2019","14.245,0","14.255,0","14.255,0","14.215,0","0,22K","-0,51%"
"13/08/2019","14.317,5","14.257,5","14.332,5","14.257,5","0,20K","0,49%"
"12/08/2019","14.247,5","14.202,5","14.249,5","14.202,5","0,10K","0,41%"
"09/08/2019","14.190,0","14.205,0","14.210,0","14.175,0","0,24K","-0,13%"
"08/08/2019","14.208,0","14.213,0","14.243,0","14.193,0","0,35K","-0,10%"
"07/08/2019","14.222,5","14.257,5","14.297,5","14.207,5","0,24K","-0,30%"
"06/08/2019","14.265,0","14.305,0","14.355,0","14.255,0","0,28K","0,07%"
"05/08/2019","14.255,0","14.190,0","14.280,0","14.190,0","0,17K","0,53%"
"02/08/2019","14.180,0","14.165,0","14.230,0","14.165,0","0,14K","0,45%"
"01/08/2019","14.116,0","14.061,0","14.128,0","14.061,0","0,17K","0,71%"
"31/07/2019","14.017,0","14.015,0","14.031,0","14.005,0","0,33K","-0,02%"
"30/07/2019","14.020,0","14.020,0","14.040,0","14.015,0","0,20K","0,00%"
"29/07/2019","14.020,0","13.995,0","14.028,0","13.995,0","0,25K","0,11%"
"26/07/2019","14.004,0","13.995,0","14.015,0","13.995,0","0,20K","0,19%"
"25/07/2019","13.977,5","13.987,5","13.992,5","13.972,5","0,24K","-0,11%"
"24/07/2019","13.993,0","13.983,0","14.025,0","13.983,0","0,19K","0,06%"
"23/07/2019","13.984,0","13.954,0","13.990,0","13.954,0","0,22K","0,28%"
"22/07/2019","13.945,0","13.945,0","13.970,0","13.940,0","0,17K","0,07%"
"19/07/2019","13.935,0","13.935,0","13.945,0","13.890,0","0,30K","-0,18%"
"18/07/2019","13.960,0","13.965,0","13.984,0","13.925,0","0,28K","-0,14%"
"17/07/2019","13.980,0","13.940,0","13.990,0","13.935,0","0,21K","0,32%"
"16/07/2019","13.935,0","13.905,0","13.943,0","13.905,0","0,22K","0,11%"
"15/07/2019","13.919,5","13.999,5","13.999,5","13.889,5","0,25K","-0,62%"
"12/07/2019","14.007,0","14.073,0","14.098,0","14.003,0","0,18K","-0,41%"
"11/07/2019","14.065,0","14.100,0","14.105,0","14.050,0","0,18K","-0,46%"
"10/07/2019","14.130,0","14.135,0","14.155,0","14.130,0","0,19K","0,00%"
"09/07/2019","14.130,0","14.105,0","14.135,0","14.105,0","0,19K","0,14%"
"08/07/2019","14.110,0","14.115,0","14.155,0","14.095,0","0,19K","0,20%"
"05/07/2019","14.082,5","14.137,5","14.147,5","14.077,5","0,11K","-0,41%"
"04/07/2019","14.140,0","14.105,0","14.145,0","14.100,0","0,13K","0,16%"
"03/07/2019","14.117,5","14.142,5","14.167,5","14.117,5","0,10K","-0,14%"
"02/07/2019","14.137,5","14.117,5","14.147,5","14.117,5","0,11K","0,18%"
"01/07/2019","14.112,5","14.082,5","14.117,5","14.082,5","0,12K","-0,11%"
"28/06/2019","14.127,5","14.132,5","14.147,5","14.097,5","0,09K","-0,09%"
"27/06/2019","14.140,0","14.175,0","14.185,0","14.140,0","0,09K","-0,25%"
"26/06/2019","14.175,0","14.135,0","14.185,0","14.135,0","0,05K","0,35%"
"25/06/2019","14.125,0","14.140,0","14.145,0","14.095,0","0,11K","-0,11%"
"24/06/2019","14.140,0","14.135,0","14.175,0","14.135,0","0,04K","-0,11%"
"21/06/2019","14.155,0","14.125,0","14.170,0","14.080,0","0,09K","-0,19%"
"20/06/2019","14.182,5","14.242,5","14.252,5","14.172,5","0,19K","-0,61%"
"19/06/2019","14.269,5","14.264,5","14.279,5","14.259,5","0,07K","-0,37%"
"18/06/2019","14.322,5","14.332,5","14.342,5","14.317,5","0,11K","-0,09%"
"17/06/2019","14.335,0","14.330,0","14.355,0","14.330,0","0,07K","0,07%"
"14/06/2019","14.325,0","14.275,0","14.330,0","14.275,0","0,04K","0,32%"
"13/06/2019","14.280,0","14.235,0","14.280,0","14.235,0","0,02K","0,32%"
"12/06/2019","14.235,0","14.225,0","14.265,0","14.220,0","0,09K","-0,02%"
"11/06/2019","14.237,5","14.242,5","14.260,5","14.232,5","0,05K","-0,09%"
"10/06/2019","14.250,0","14.205,0","14.260,0","14.205,0","0,03K","-0,18%"
"07/06/2019","14.275,0","14.275,0","14.275,0","14.275,0","","0,00%"
"06/06/2019","14.275,0","14.275,0","14.275,0","14.275,0","","0,00%"
"05/06/2019","14.275,0","14.275,0","14.275,0","14.275,0","","0,00%"
"04/06/2019","14.275,0","14.275,0","14.275,0","14.275,0","","0,00%"
"03/06/2019","14.275,0","14.275,0","14.275,0","14.275,0","","0,00%"
"31/05/2019","14.275,0","14.380,0","14.385,0","14.255,0","0,06K","-0,87%"
"30/05/2019","14.400,0","14.400,0","14.400,0","14.400,0","","0,00%"
"29/05/2019","14.400,0","14.385,0","14.435,0","14.385,0","0,04K","0,17%"
"28/05/2019","14.375,0","14.365,0","14.390,0","14.365,0","0,06K","-0,03%"
"27/05/2019","14.380,0","14.355,0","14.390,0","14.345,0","0,05K","-0,09%"
"24/05/2019","14.392,5","14.442,5","14.472,5","14.392,5","0,15K","-0,47%"
"23/05/2019","14.460,0","14.510,0","14.525,0","14.455,0","0,12K","-0,45%"
"22/05/2019","14.525,0","14.470,0","14.530,0","14.470,0","0,05K","0,31%"
"21/05/2019","14.480,0","14.455,0","14.480,0","14.455,0","0,03K","0,17%"
"20/05/2019","14.455,0","14.450,0","14.460,0","14.450,0","0,01K","0,03%"
"17/05/2019","14.450,0","14.460,0","14.475,0","14.445,0","0,08K","0,00%"
"16/05/2019","14.450,0","14.455,0","14.475,0","14.440,0","0,11K","-0,07%"
"15/05/2019","14.460,0","14.445,0","14.465,0","14.440,0","0,09K","0,21%"
"14/05/2019","14.430,0","14.420,0","14.460,0","14.420,0","0,06K","0,10%"
"13/05/2019","14.415,0","14.335,0","14.442,0","14.335,0","0,08K","0,63%"
"10/05/2019","14.325,0","14.325,0","14.370,0","14.325,0","0,10K","-0,17%"
"09/05/2019","14.350,0","14.300,0","14.375,0","14.300,0","0,09K","0,38%"
"08/05/2019","14.295,0","14.290,0","14.315,0","14.290,0","0,13K","0,11%"
"07/05/2019","14.280,0","14.290,0","14.320,0","14.265,0","0,14K","-0,09%"
"06/05/2019","14.292,5","14.272,5","14.332,5","14.272,5","0,07K","0,26%"
"03/05/2019","14.255,0","14.255,0","14.287,0","14.255,0","0,09K","0,04%"
"02/05/2019","14.250,0","14.205,0","14.270,0","14.205,0","0,07K","0,00%"
"01/05/2019","14.250,0","14.250,0","14.250,0","14.250,0","","0,00%"
"30/04/2019","14.250,0","14.195,0","14.265,0","14.195,0","0,11K","0,35%"
"29/04/2019","14.200,0","14.190,0","14.217,0","14.180,0","0,07K","0,09%"
"26/04/2019","14.187,5","14.192,5","14.202,5","14.172,5","0,09K","0,02%"
"25/04/2019","14.185,0","14.095,0","14.190,0","14.095,0","0,08K","0,64%"
"24/04/2019","14.095,0","14.090,0","14.130,0","14.090,0","0,09K","0,14%"
"23/04/2019","14.075,0","14.065,0","14.090,0","14.065,0","0,12K","0,00%"
"22/04/2019","14.075,0","14.045,0","14.097,0","14.045,0","0,09K","0,23%"
"19/04/2019","14.042,5","14.042,5","14.042,5","14.042,5","","0,00%"
"18/04/2019","14.042,5","14.002,5","14.047,5","13.992,5","0,05K","-0,30%"
"17/04/2019","14.085,0","14.085,0","14.085,0","14.085,0","","0,00%"
"16/04/2019","14.085,0","14.060,0","14.085,0","14.060,0","0,04K","0,18%"
"15/04/2019","14.060,0","14.085,0","14.085,0","14.060,0","0,06K","-0,23%"
"12/04/2019","14.092,5","14.142,5","14.152,5","14.092,5","0,07K","-0,30%"
"11/04/2019","14.135,0","14.150,0","14.165,0","14.135,0","0,15K","-0,11%"
"10/04/2019","14.150,0","14.145,0","14.170,0","14.145,0","0,12K","0,12%"
"09/04/2019","14.133,0","14.148,0","14.153,0","14.129,0","0,11K","-0,21%"
"08/04/2019","14.163,0","14.133,0","14.173,0","14.133,0","0,11K","0,27%"
"05/04/2019","14.125,0","14.180,0","14.180,0","14.125,0","0,12K","-0,39%"
"04/04/2019","14.180,0","14.190,0","14.195,0","14.175,0","0,10K","-0,28%"
"03/04/2019","14.220,0","14.220,0","14.220,0","14.220,0","","0,00%"
"02/04/2019","14.220,0","14.220,0","14.245,0","14.219,0","0,12K","-0,04%"
"01/04/2019","14.225,0","14.225,0","14.246,0","14.220,0","0,07K","-0,11%"
"29/03/2019","14.240,0","14.245,0","14.250,0","14.220,0","0,11K","-0,01%"
"28/03/2019","14.242,0","14.220,0","14.260,0","14.215,0","0,07K","0,33%"
"27/03/2019","14.195,0","14.175,0","14.225,0","14.175,0","0,10K","0,18%"
"26/03/2019","14.170,0","14.195,0","14.195,0","14.155,0","0,13K","-0,07%"
"25/03/2019","14.180,0","14.195,0","14.230,0","14.179,0","0,11K","0,11%"
"22/03/2019","14.165,0","14.135,0","14.170,0","14.135,0","0,10K","0,18%"
"21/03/2019","14.140,0","14.105,0","14.145,0","14.084,0","0,11K","-0,32%"
"20/03/2019","14.185,0","14.215,0","14.235,0","14.180,0","0,14K","-0,32%"
"19/03/2019","14.230,0","14.215,0","14.240,0","14.215,0","0,16K","-0,05%"
"18/03/2019","14.237,5","14.232,5","14.247,5","14.212,5","0,11K","-0,15%"
"15/03/2019","14.259,0","14.284,0","14.314,0","14.259,0","0,12K","-0,06%"
"14/03/2019","14.267,0","14.235,0","14.284,0","14.235,0","0,10K","0,01%"
"13/03/2019","14.265,0","14.245,0","14.286,0","14.245,0","0,05K","0,00%"
"12/03/2019","14.265,0","14.245,0","14.280,0","14.235,0","0,09K","-0,17%"
"11/03/2019","14.290,0","14.310,0","14.338,0","14.275,0","0,16K","-0,14%"
"08/03/2019","14.310,0","14.200,0","14.340,0","14.200,0","0,10K","1,20%"
"07/03/2019","14.140,0","14.140,0","14.140,0","14.140,0","","0,00%"
"06/03/2019","14.140,0","14.125,0","14.155,0","14.120,0","0,09K","0,14%"
"05/03/2019","14.120,0","14.125,0","14.155,0","14.120,0","0,12K","-0,07%"
"04/03/2019","14.130,0","14.120,0","14.155,0","14.115,0","0,10K","0,11%"
"01/03/2019","14.115,0","14.102,0","14.135,0","14.102,0","0,10K","0,36%"
"28/02/2019","14.065,0","14.030,0","14.083,0","14.030,0","0,14K","0,25%"
"27/02/2019","14.030,0","13.985,0","14.045,0","13.980,0","0,19K","0,28%"
"26/02/2019","13.991,0","13.963,0","14.003,0","13.963,0","0,15K","-0,19%"
"25/02/2019","14.017,5","13.987,5","14.022,5","13.987,5","0,15K","-0,28%"
"22/02/2019","14.057,5","14.067,5","14.082,5","14.049,5","0,13K","-0,04%"
"21/02/2019","14.063,0","14.040,0","14.075,0","14.040,0","0,14K","0,16%"
"20/02/2019","14.040,0","14.080,0","14.080,0","14.040,0","0,17K","-0,44%"
"19/02/2019","14.102,0","14.105,0","14.130,0","14.102,0","0,15K","-0,03%"
"18/02/2019","14.106,5","14.101,5","14.116,5","14.076,5","0,06K","-0,25%"
"15/02/2019","14.142,5","14.092,5","14.157,5","14.092,5","0,06K","0,37%"
"14/02/2019","14.090,0","14.065,0","14.100,0","14.065,0","0,10K","0,23%"
"13/02/2019","14.057,5","14.027,5","14.057,5","14.007,5","0,15K","-0,08%"
"12/02/2019","14.068,5","14.083,5","14.098,5","14.033,5","0,12K","0,20%"
"11/02/2019","14.040,0","13.985,0","14.050,0","13.985,0","0,11K","0,54%"
"08/02/2019","13.965,0","13.975,0","14.000,0","13.948,0","0,16K","-0,05%"
"07/02/2019","13.972,5","13.927,5","13.987,5","13.927,5","0,07K","0,36%"
"06/02/2019","13.922,0","13.950,0","13.950,0","13.890,0","0,15K","-0,24%"
"05/02/2019","13.955,0","13.955,0","13.955,0","13.955,0","","0,00%"
"04/02/2019","13.955,0","13.950,0","13.995,0","13.940,0","0,10K","0,11%"
"01/02/2019","13.940,0","13.945,0","13.985,0","13.940,0","0,16K","-0,23%"
"31/01/2019","13.972,5","14.132,5","14.132,5","13.957,5","0,15K","-1,11%"
"30/01/2019","14.130,0","14.097,0","14.132,0","14.085,0","0,06K","0,25%"
"29/01/2019","14.095,0","14.070,0","14.097,0","14.070,0","0,06K","0,18%"
"28/01/2019","14.070,0","14.065,0","14.075,0","14.025,0","0,09K","-0,11%"
"25/01/2019","14.085,0","14.155,0","14.170,0","14.084,0","0,15K","-0,56%"
"24/01/2019","14.165,0","14.135,0","14.175,0","14.120,0","0,07K","-0,11%"
"23/01/2019","14.180,0","14.195,0","14.200,0","14.165,0","0,14K","-0,25%"
"22/01/2019","14.215,0","14.210,0","14.230,0","14.185,0","0,11K","-0,05%"
"21/01/2019","14.222,5","14.182,5","14.232,5","14.182,5","0,09K","0,34%"
"18/01/2019","14.175,0","14.185,0","14.200,0","14.155,0","0,14K","-0,04%"
"17/01/2019","14.180,0","14.120,0","14.200,0","14.120,0","0,10K","0,41%"
"16/01/2019","14.122,5","14.112,5","14.162,5","14.107,5","0,07K","0,21%"
"15/01/2019","14.092,5","14.087,5","14.107,5","14.062,5","0,06K","-0,22%"
"14/01/2019","14.124,0","14.034,0","14.144,0","14.034,0","0,05K","0,56%"
"11/01/2019","14.045,0","14.065,0","14.095,0","14.015,0","0,04K","-0,07%"
"10/01/2019","14.055,0","14.055,0","14.110,0","14.005,0","0,19K","-0,50%"
"09/01/2019","14.125,0","14.105,0","14.180,0","14.085,0","0,24K","-0,14%"
